doctorID,hospital,name,designation,specilization,department,location,profilelink,about,milestones
Medanta481,Medanta,Dr. Syed Faiz Ahmed,Consultant,Emergency Medicine | Critical care expert and intensivist | Masters In Emergency Medicine | Diploma In Emergency Medicine | MBBS,Emergency,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/emergency/doctor/dr-syed-faiz-ahmed,"About Dr. Syed Faiz Ahmed

Experience of more than 12 years in Emergency department in all excellent set up.
Does all important life saving procedures in ER. Mechanical Ventilation, NIV, ABG, Arterial Line, Central Line, to name few.
Given BLS and CPR training at various camps across the state. Training to new comers Dr’s and nursing staffs.",notKnown
Medanta482,Medanta,Dr. Tej Kumar Varma K,Consultant,"Cardiac procedures (Adult) | Thoracic procedure | Vascular procedures | Have expertise in minimally invasive cardiac surgeries - including CABG, MVR, ASD Closure and AVR | Adult cardiac surgery | Coronary artery bypass graft surgeries | Heart Valve surgeries | Minimally invasive cardiac surgery | DNB Cardiothoracic Surgery | CRRI | MBBS",Cardiac Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-tej-kumar-varma-k,"About Dr. Tej Kumar Varma K

Dr. Tej Kumar Varma, a seasoned Consultant at the Heart Institute, boasts a rich medical background and expertise in adult cardiac surgery, coronary artery bypass graft surgeries, heart valve surgeries, and minimally invasive cardiac surgery. With a DNB in Cardiothoracic and Vascular Surgery from Care Hospital, Banjara Hills, and an MBBS from Konaseema Institute of Medical Sciences and Research Foundation, Dr. Varma brings over a decade of experience to his practice. He has served in esteemed institutions like Narayana Hrudayalaya MMI Superspeciality Hospital and Care Hospital Hyderabad, showc... Continue Reading",notKnown
Medanta483,Medanta,Dr. Tejasvini Vaid,Consultant,Acute Leukemia | Lymphoma | Myeloma | Aplastic Anemia | Disorders of bleeding and coagulation | Global Clinical Scholar Research Training Program ( Harvard Medical School | 2023) | Clinical Observership ( John Theurer Cancer Centre | Hackensack | New Jersey May | 2022) | D.M. in Clinical Hematology ( All India Institute of Medical Sciences | 2022) | M.D. in General Medicine ( Kasturba Medical College | Manipal University | 2017) | M.B.B.S ( Kasturba Medical College Manipal | Manipal University | 2014),Cancer Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-tejasvini-vaid,"About Dr. Tejasvini Vaid

Dr. Tejasvini Vaid is a Consultant at Medanta the Medicity, Gurugram in the Department of Medical Oncology and Haematology. Prior to joining Medanta, Dr. Vaid completed her super speciality training in clinical haematology from All India Institute of Medical Sciences, New Delhi in 2022. She has further received advanced training in stem cell transplantation and CAR-T cell therapy during an observership at the John Theurer Cancer Centre, Hackensack, New Jersey in 2022, and in clinical research from Harvard Medical School in 2023. Dr. Vaid specializes in malignant haematology (acute leukemias,... Continue Reading","Milestones Achieved
Gold Medal in Internal Medicine and Gynaecology 2013
2012
Gold Medal in Oto-rhino-laryngology 2012
2011
Gold Medal in Pharmacology 2011
2009
Recipient of Sir Ratan Tata Scholarship for academic excellence 2009
First Prize in ASH Revisited 2021 Quiz at Rajiv Gandhi Cancer Institute and Research Center.
2021
Rank 1 in Final Professional MBBS
2013
Gold Medal in Internal Medicine and Gynaecology 2013
2012
Gold Medal in Oto-rhino-laryngology 2012
2011
Gold Medal in Pharmacology 2011
2009
Recipient of Sir Ratan Tata Scholarship for academic excellence 2009
First Prize in ASH Revisited 2021 Quiz at Rajiv Gandhi Cancer Institute and Research Center.
2021
Rank 1 in Final Professional MBBS
2013
Gold Medal in Internal Medicine and Gynaecology 2013
2012
Gold Medal in Oto-rhino-laryngology 2012
2011
Gold Medal in Pharmacology 2011
2009
Recipient of Sir Ratan Tata Scholarship for academic excellence 2009"
Medanta484,Medanta,Dr. Vaibhav Saxena,Senior Consultant,"Diagnostic Coronary & peripheral angiography | Trans-radial Coronary Angioplasty | Arrhythmia, Pacemaker & Device implantation | Heart failure management | D.M.(Cardiology) | M.D.(Medicine) | M.B.B.S",Cardiac Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-vaibhav-saxena,"About Dr. Vaibhav Saxena

Dr Vaibhav Saxena is a Senior Consultant ,Interventional Cardiology at Medanta Lucknow. He has expertise in diagnostic as well as therapeutic coronary and peripheral interventions by trans-radial route. Arrhythmia & Pacing therapy. Adult structural heart interventions like ASD,PDA ,VSD and medical management of heart failure.","25, Sep 2023

Prevention and Treatment of High Cholesterol (Hyperlipidemia)?

 By Dr Vaibhav Saxena

28, Nov 2023

Can sore throats really damage your heart?

 By Dr Vaibhav Saxena

17, Oct 2022

What are the stages of the cardiac cycle?

 By Dr Vaibhav Saxena

30, May 2023

हृदय चक्र (cardiac cycle) के कितने चरण होते हैं?

 By Dr Vaibhav Saxena

25, Sep 2023

Prevention and Treatment of High Cholesterol (Hyperlipidemia)?

 By Dr Vaibhav Saxena

28, Nov 2023

Can sore throats really damage your heart?

 By Dr Vaibhav Saxena

17, Oct 2022

What are the stages of the cardiac cycle?

 By Dr Vaibhav Saxena

30, May 2023

हृदय चक्र (cardiac cycle) के कितने चरण होते हैं?

 By Dr Vaibhav Saxena

25, Sep 2023

Prevention and Treatment of High Cholesterol (Hyperlipidemia)?

 By Dr Vaibhav Saxena

28, Nov 2023

Can sore throats really damage your heart?

 By Dr Vaibhav Saxena"
Medanta485,Medanta,Dr. Vandana Sehgal,Consultant,Periodontology | Impalntology | General Dentistry | MDS(Periodontology) | B.D.S.,Dentistry,Gurugram                                                                                                                                     DLF Cybercity,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/dentistry/doctor/dr-vandana-sehgal,"About Dr. Vandana Sehgal

Dr. Vandana Sehgal is known for her expertise in the field of periodontology and implantology. She specialises in cosmetic dentistry including cosmetics gum treatment surgical extractions crown bridges as well as conservative procedures of general dentistry including restorations root canal treatment teeth whitening etc. Before joining Medanta Dr. Sehgal has worked at Escorts and has been an active member of Indian Dental Association and Academy of Oral Implantology.",notKnown
Medanta486,Medanta,Dr. Venugopal M,Consultant,General medicine | Non-invasive cardiology | Diabetes | Clinical cardiology | Life member (Indian Academy of Echocardiography) | Comprehensive Course in Echocardiography | Post graduate degree in clinical cardiology | M.D. (PHYSICIAN),Cardiac Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-venugopal-m,"About Dr. Venugopal M

Working as Consultant, Clinical and Non-invasive Cardiology and Medicine since 2012
Worked as Clinical Associate, Cardiology (2010 – 2012)
Worked as Senior Resident in Cardiology and CTVS departments (2001 – 2010)

Have been working in the departments of Cardiology and CTVS in various capacities from 2001 2012, and have been working independently since 2017 as Consultant and Attending Consultant to various medical institutions, providing a preventive and holistic approach to treatment and management diseases and trying to improve quality of life.",notKnown
Medanta487,Medanta,Dr. Vibhor Upadhyay,Consultant,Acute stroke management (iv thrombolysis) | Neuroimmunology- ms/nmo/mog/mg/im | Headache/Migraine | Epilepsy/Seizure | MBBS | MD (MEDICINE) | DM(NEUROLOGY),Neurosciences,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-vibhor-upadhyay,"About Dr. Vibhor Upadhyay

Completed his graduation and post-graduation from GMC, Bhopal and then did his DM(Neurology) from prestigious institute of AIIMS, Delhi and worked in AIIMS for almost 6yrs. He has also experience of working in Neurology Dept in VMMC & Safdarjung hospital, Delhi and Fortis Hospital, Gurgaon. He has many research papers published in various reputed journals. He has also done certificate course on Neurology Update from Cleveland Clinic and on Migraine management from International Headache Society.","Milestones Achieved
Certificate of excellence for outstanding work and service in Covid 19 pandemic"
Medanta488,Medanta,Dr. Vidushi Kulshrestha,Consultant,Obstetric emergencies & critical care management | Digital critical care medicine- Medanta e-ICU | MDR/ XDR sepsis & multiple organ dysfunction syndrome | Renal replacement therapies in ICU | IDCCM (Critical Care Medicine) | DNB (Anesthesia & Critical Care) | D.A. (Anesthesia &amp; Critical Care) | M.B.B.S,Critical Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-vidushi-kulshrestha,"About Dr. Vidushi Kulshrestha

Expertise in dealing patients requiring Obstetric Critical Care support, antenatal as well as postpartum complications.
Special interest in management of patients requiring ICU dialysis including CRRT.
Working on digitalization of Critical care medicine.

Dr Vidushi is Consultant in the Institute of Critical Care at Medanta, Lucknow. She is leading Obstetric Critical Care unit dealing with all high risk pregnancy needing ICU and other peripartum complications.She specializes in managing MDR sepsis, multi-organ failure, Acute respiratory failure and Renal replacement therapies CRRT/SLEDD/SCUF.","Awards/Academic Achievements
DR. KOP’S SPECIALITY AWARD First Prize in Trauma And Critical Care Category. ISACON 2018
2018"
Medanta489,Medanta,Dr. Vikas Sharma,Consultant,Neurotrauma | Image guided brain tumor surgery | Minimally invasive spine surgery | Fellowship in Neuroendoscopy Surgery (Brain and Spine) | DNB-Neurosurgery | M.S.-General Surgery | M.B.B.S.,Neurosciences,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-vikas-sharma,"About Dr. Vikas Sharma

Expertise in brain tumor and spinal instrumentation
Efficient in managing craniospinal trauma
Several publications in reputed journals

Dr Vikas Sharma is an associate Consultant Neurosurgery with the Institute of Neuroscience, Medanta. He has vast exposure in brain tumor, spine surgery and managing neurotrauma. Dr. Vikas has expertise in minimal invasive surgery (Robotic Surgery).",notKnown
Medanta490,Medanta,Dr. Vinit Garg,Consultant,CENTRAL LINE AND ARTERIAL LINE PLACEMENT IN ADULT AND PEDIATRIC | PERCUTANEOUS TRACHEOSTOMY | INTRA AORTIC BALLOON PUMP INSERTION AND MANAGEMENT | DIFFICULT AIRWAY MANAGEMENT | ADMINISTERING ANAESTHESIA TO HIGH RISK CARDIAC SURGICAL CASES. | DM /DrNB CARDIAC ANAESTHESIOLOGY ( NBEMS | NEW DELHI | MEDANTA THE MEDICITY | GURUGRAM | 2021) | MD ANAESTHESIOLOGY ( DR.D. Y. PATIL MEDICAL COLLEGE HOSPITAL AND RESEARCH CENTRE | 2017) | MBBS (  PATLIPUTRA MEDICAL COLLEGE AND HOSPITAL | 2011),Critical Care,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-vinit-garg,"About Dr. Vinit Garg

ARTERIAL LINE AND CENTRAL LINE INSERTION.
ECMO AND IABP PLACEMENT AND MANAGEMENT.
CARDIAC CRITICAL CARE MANAGEMENT AND ADMINISTERING ANAESTHESIA TO HIGH RISK PATIENTS.

Dr. vinit garg is an consultant in cardiovascular anaesthesia working in Jayprabha Medanta hospital Patna. He completed his mbbs from patliputra medical college hospitaldhanbad in the year 2010after that completed his md in anaesthesiology in 2017 from dr. D .y .patil medical college hospital and research centrepimpripune.then he did his superspecialty in cardiac anaesthesia from national board of examinationsnew Delhiand his workplace was prestigious medanta the medicitygurugrampassed dRNB cardiac anaesthesia in 2021.he is well versed in invasive procedures in cardiac anaesthsiatranesophagea... Continue Reading",notKnown
Medanta491,Medanta,Dr. Vipul Prakash,Consultant,Interventional Pulmonology | Mechanical ventilation | Interstitial lung diseases | Obstructive airway disease | Sleep disordered breathing | Anti-microbial therapy | DM Pulmonary critical care and sleep medicine | European Diploma in adult respiratory medicine | MD – Internal Medicine | MBBS,Critical Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-vipul-prakash,"About Dr. Vipul Prakash

Superspecialised in Critical care Pulmonology and sleep medicine (DM Pulmonary critical care and sleep medicine) from AIIMS.
MD in Internal Medicine from KGMU Lucknow.
European diploma in adult Respiratory Medicine (EDRM Switzerland)

Dr. Vipul Prakash is Critical care and pulmonology Consultant at Medanta Lucknow. He is DM in pulmonary criticalcare and sleep medicine from prestigious AIIMS , Rishikesh. He has completed his MD in internal medicine fromprestigious KGMU lucknow . He has more than 6 years of clinical experience post his MD. He has many publicationsin regional , national and international medical journals. He has a keen interest in intensive care , interventionalpulmonology and sleep disorders. He has received Bharat Gaurav Purashkar from KTK and Helium foundationand certificate of excellence in the field of me... Continue Reading","Milestones Achieved
Bharat Gaurav Purashkar and certificate of excellence
-"
Medanta492,Medanta,Dr. Vishakha Kapoor,Consultant,Retina Diseases | Ophthalmology | Uvea Diseases | Glaucoma Diseases | D.N.B. (opthalmology) | M.S. (opthalmology) | Diploma (opthalmology) | M.B.B.S,Ophthalmology,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/opthalmology/doctor/dr-vishakha-kapoor,"About Dr. Vishakha Kapoor

Dr Vishakha Kapoor, after completing her graduation in opthalmology from Gujarat University did her 3 years Senior residency specializing in Retina and Glaucoma from the prestigious PGIMER, CHANDIGARH in 2005.She has worked with renowned eye hospitals. Her main area of interest includes Retina, Uvea and Glaucoma. At Medanta, she is involved with Preventive eye check up and Comprehensive opthalmology. She has extensive experience in diagnosis and management of various eye diseases. Apart from her clinical experience, she has experience in D.N.B training and teaching program of DNB residents, ha... Continue Reading",notKnown
Medanta493,Medanta,Dr. Vivek Sharma,Consultant,Whipple’s Surgery & Hepatobiliary Surgeries | G.I. Onco-Surgery | Upper G.I Surgeries | Colorectal Surgery | Laparoscopic & VATS Surgery | Bariatric Surgery and Hiatus Hernia Surgery | Liver Surgery | Complex Hernia | Super-specialty D.N.B.(Eq to M. Ch.) Surgical Gastroenterology | M.S. Surgey | M.B.B.S.,Gastrosciences,Indore,https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/gastroenterology/doctor/dr-vivek-sharma,notKnown,notKnown
Medanta494,Medanta,Dr. Yatharth Bhatia,Consultant,Full Mouth Rehabilitation | Dental Implants | Bonded Restorations | Smile Design and Veneers | MDS Sri Ramachandra University | Chennai Prosthodontics & Implantology | BDS Sri Ramachandra University Chennai,Dentistry,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/dentistry/doctor/dr-yatharth-bhatia,About Dr. Yatharth Bhatia,notKnown
Medanta495,Medanta,Dr. Yogesh Jain,Consultant,Shoulder Arthroscopy | Knee Arthroscopy | Complex periarticular trauma | Joint replacement | Deformity correction | MBBS	IMS BHU | MS ORTHO	IMS BHU | Fellowship in knee and shoulder Surgeries	Max Saket New Delhi,Orthopaedics,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/orthopaedics/doctor/dr-yogesh-jain,"About Dr. Yogesh Jain

A highly skilled and experienced Orthopaedic Surgeon with a specialization in Shoulder and Knee Arthroscopy, complex trauma surgeries, and joint replacements. His passion for this field stems from his training at prestigious institutes such as IMS BHU, SGPGI Lucknow, and Max Super Speciality Hospital, Saket, New Delhi. In order to further refine his expertise, he has also pursued short-term fellowships under renowned surgeons like Dr. Ashish Babhulkar in Pune, where he honed his shoulder arthroscopy skills, and Professor Sebastien Lustig at HCL Lyon France, where he deepened his knowledge of k... Continue Reading",notKnown
Medanta496,Medanta,Dr. Ajay Shukla,Associate Consultant,"Precision Radiotherapy: 3D CRT, IMRT, IGRT, VMAT,Motion Management and DIBH techniques, SRS, SRT and SBRT | Intra-cavitary and intra-vaginal Brachytherapy | Total Body Irradiation | Pain and Palliative care. | Parenteral Nutrition and nutritional rehabilitation. | MD Radiation Oncology Assam Medical college and Hospital; SSUHS Guwahati.    CCEPC	Indian Association of Palliative Care    M.B.B.S	Bidar Insitute of Medical Sciences (BRIMS); RGUHS Bangalore.",Cancer Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/oncology/doctor/dr-ajay-shukla,"About Dr. Ajay Shukla

Dr Ajay has over 10 years of experience of practicing as a medical professional and he is specialized in the field of Radiation Oncology. He was a former Consultant at Assam Cancer Care Foundation, Tata Trust; Assistant Professor at Jorhat Medical College and Hospital; Senior Resident doctor at AIIMS Bhopal and Tata Medical Center, Kolkata. He is highly skilled professional committed to providing exceptional patient care leveraging advanced medical knowledge in the field of Precision Radiotherapy and Brachytherapy and Pain and Palliative Care. He has a proven track record for excellence in d... Continue Reading","Awards/Academic Achievements
2nd prize in Best Thesis Research Competition 2019, AMCH Dibrugarh.
2019
2nd prize in radiation Oncology Quiz at National AROICON 2018, Banglore.
2018"
Medanta497,Medanta,Dr. Areeba Khan,Associate Consultant,Glaucoma | Uvea diseases | Neuro Ophthalmology | Basic comprehensive ophthalmology | DNB OPHTHALMOLOGY | Diploma in Ophthalmology | MBBS,Ophthalmology,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/ophthalmology/doctor/dr-areeba-khan,"About Dr. Areeba Khan

Dr Areeba has completed her MBBS and postgraduate on Diploma in Ophthalmology from AMU, Uttar Pradesh followed by additional post graduation in DNB and Fellowship in GLAUCOMA at Prakash Netra Kendr.",notKnown
Medanta498,Medanta,Dr. Abha Thakur,Associate Consultant,Fine needle aspiration cytology(Procedure and interpretation) | Gynecologic cytology | Exfoliative cytology | MD | Pathology | MBBS,Lab & Pathology,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/lab-pathology/doctor/dr-abha-thakur,"About Dr. Abha Thakur

Expertise in performing fine needle aspiration of superficial lumps (salivary gland, thyroid, lymph nodes, breast and subcutaneous tissues.
Interpretation and adequacy assessment of FNAC (direct and USG, CT, EUS and EBUS guided).
Gynecologic (Pap smear) and effusion cytology (pleural, pericardial, peritoneal, CSF, urine and synovial fluids) reporting.

Dr Abha Thakur is Associate Consultant in Laboratory Medicine, Pathology and Blood bank at Medanta, Gurgaon. She has received training in Cytopathology at Sir Ganga Ram Hospital, New Delhi. She has authored various publications in national and international journals.","Milestones Achieved
Best oral paper award for “ LBC vs conventional cytology of BAL specimens in the diagnosis of malignancy- A comparative study” in 4th annual conference of DC-IAC,2015
2015"
Medanta499,Medanta,Dr. Abhijeet Anand,Associate Consultant,POINT OF CARE ULTRASONOGRAPHY | ECHOCARDIOGRAPHY | FIBREOPTIC BRONCHOSCOPY | ADVANCED MECHANICAL VENTILATION | PERCUTANEOUS TRACHEOSTOMY | DM (CRITICAL CARE MEDICINE) ( AIIMS | Bhopal | 2023) | MD (ANAESTHESIOLOGY) ( GMCH | Chandigarh | 2019) | MBBS ( JLNMCH | Bhagalpur | 201),Critical Care,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-abhijeet-anand,"About Dr. Abhijeet Anand

Special Interest In ARDS
Special Interest In Heart Failure
Special Interest In Point of Care Ultrasound","Milestones Achieved
Best Poster Award winner of CRITICARE 2023
2023"
Medanta500,Medanta,Dr. Abhishek Tandon,Associate Consultant,"Interventional Pulmonology- EBUS, thoracoscopy | Sleep related breathing disorders | Interstitial lung diseases & Pulmonary vascular pathologies | Difficult to treat Asthma | Pleural diseases & lung ultrasound | Lung cancer diagnostics | DM -  Pulmonary | Critical Care and Sleep Medicine | MD - Respiratory Medicine | F.A.G.E. (Fellow of Academy of General Education) | MBBS",Critical Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/critical-care/doctor/dr-abhishek-tandon,"About Dr. Abhishek Tandon

DM in Pulmonary, Critical Care and Sleep Medicine from All India Institure of Medical Sciences, Jodhpur
MD in Respiratory Medicine from Pt. B.D. Sharma Post Graduate Institute of Medical Sciences, Rohtak.
Fellow of Academy of General Education (FAGE) from Manipal Academy of Higher Education

Dr. Abhishek Tandon is a Pulmonologist, Intensivist and Somnologist based out of Lucknow. With an illustrious 7-year journey in the field, he stands as a beacon of expertise, blending profound academic and research accomplishments with a fervent dedication to the art of healing. He is a DM in Pulmonary, Critical Care and Sleep Medicine from All India Institute of Medical Sciences, Jodhpur, where he was awarded the Gold Medal for securing the highest marks in his exit examination. A vivid researcher from the start of his career, he has numerous publications to his name in indexed national and... Continue Reading","Milestones Achieved
Departmental gold medal for securing the highest marks in the speciality of Pulmonary, Critical Care and Sleep Medicine for the year 2023
2023
University gold medal for securing the highest marks amongst all the specialities, amongst all the colleges under Pt. B.D. Sharma University of Health Sciences for the year 2020.
2020
Departmental gold medal for securing the highest marks in the speciality of Respiratory Medicine for the year 2020.
2020"
Medanta501,Medanta,Dr. Abhyuday Singh Rana,Associate Consultant,Kidney Transplant | Interventional Nephrology | Critical Care Nephrology | Chronic Kidney Disease | DNB (Nephrology) | DNB (Medicine) | MBBS (MD Physician),Renal Care,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-abhyuday-singh-rana,"About Dr. Abhyuday Singh Rana

Expertise in interventions such as kidney biopsy and tunnelled catheter insertion
Expertise in ABO compatible and incompatible kidney transplants
Expertise in all dialysis modalities including peritoneal dialysis

Dr Abhyuday Rana is presently working as Associate consultant in the Department of Nephrology and Kidney transplantation. He has done his training in Nephrology at Medanta the Medicity-Gurugram. He has special interest in the field of kidney transplant and peritoneal dialysis. He holds expertise in performing interventions such as kidney biopsy and PD catheter insertion. He has authored numerous publications in field of transplantation in various reputed India & international journals. He is actively involved in research team of the department with keen interest in post transplant infections.","Milestones Achieved
Outcomes of renal Re – Transplants – A decade of single centre experience – Poster presentation in ISNCON 2019 – Annual ISN conference – Chandigarh
2019
Incidence, Risk factors and patient outcomes of AKI in living donor liver transplant – Oral presentation in Congress of Asian society of transplantation – CAST 2019 – New Delhi
2019
ATG F (Grafalon) vs Thymoglobulin (R ATG ) as an induction agent in living donor renal transplantation - Oral presentation – ERA EDTA Annual virtual conference 2020
2020
A pilot study on incidence and outcomes of AKI in LDLT – Won 2 nd best oral presentation in ISNCON 2019 – Annual ISN conference – Chandigarh
2019"
Medanta502,Medanta,Dr. Aditya Singhal,Associate Consultant,Brain Tumours | Trauma and CSF Diversion procedures | Spinal procedures | Degenerative disc disease | Spinal Trauma and tumours | DNB ( Neurosurgery ) | MS ( General Surgery) | MBBS,Neurosciences,Gurugram,https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-aditya-singhal,"About Dr. Aditya Singhal

Dr. Aditya Singhal has completed his MBBS from Lala Lajpat Rai Memorial Medical College, Meerut and MSin General Surgery from Moti Lal Nehru Medical college and Swaroop Rani Nehru Hospital, Allahabad. Dr.Aditya is Competent in all Neurosurgical aspects of patient management including OPD, IPD patientmanagement, independently handling majority of cranial and spinal emergency and elective proceduresincluding medicolegal documentation and patient and family counselling","Milestones Achieved
Gold medallist in surgery - TYSA award
2016"
Medanta503,Medanta,Dr. Akshay Kumar Khairwar,Associate Consultant,Anaesthesia and Critical Care | Neuro Critical Care | Cardiac Critical care | Intensive care Unit | MD (Anesthesiology and Critical Care) ( Gandhi Medical College | Bhopal | 2019) | M.Tech (Bioinformatics) ( Indian Institute of Information Technology | Allahabad | 2002) | MBBS ( Mahatma Gandhi Memorial Medical College | Indore | 1993),Critical Care,Indore,https://www.medanta.org/hospitals-near-me/indore-hospital/speciality/critical-care/doctor/dr-akshay-kumar-khairwar-1,"About Dr. Akshay Kumar Khairwar

Around 20 years of experience in the critical care unit Medical, Surgical ICU of different specialties MICU, SICU, Neuro ICU, and Cardiac ICU. Various Invasive and noninvasive procedures in critical care, airway management, fiber optic, USG, CRRT, and TPI.",notKnown
Medanta504,Medanta,Dr. Alankrita Aishwarya,Associate Consultant - Neuro Anesthesia & Critical Care,IDCCM | MD | DrNB (Neuroanaesthesia) | M.B.B.S.,Critical Care,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/critical-care/doctor/dr-alankrita-aishwarya,"About Dr. Alankrita Aishwarya

Neuroanaesthesia
Critical Care
Head Injury, Spine Injury","Milestones Achieved
BEST RESEARCH PAPER PRESENTATION AT BOMBAY NEUROSCIENCE"
Medanta505,Medanta,Dr. Alok Kumar Singh,Associate Consultant,"Liver & Transplant Hepatology | Advanced Endoscopy | ERCP, EUS | IBD | DM Gastroenterology | MD Medicine | MBBS",Gastrosciences,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/gastroenterology/doctor/dr-alok-kumar-singh,"About Dr. Alok Kumar Singh

Dr. Alok Kumar Singh is an Associate Consultant - Gastroenterology at Medanta Lucknow. Dr. Singh secured all India Rank 1 in NEET-SS. He has more than 8 years of clinical experience. He has served as faculty of Gastroenterology in GB Pant Institute, New Delhi. He has more than 10 research publications in national and international journals.","Bite- fatty liver
Gurugram
Foodpoisining
Gurugram

इस वीडियो में डॉ. अलोक कुमार सिंह (एसोसिएट कंसलटेंट, इंस्टिट्यूट ऑफ़ गैस्ट्रोएंटरोलॉजी, हेपटोबिलियरी साइंसेज, लखनऊ) द्वारा फैटी लिवर के बारे में महत्वपूर्ण जानकारी दी गई है। वीडियो में फैटी लिवर के कारण, लक्षण, और उपचार के विषय में विस्तार से चर्चा की गई है। फैटी लिवर के बारे में सम्पूर्ण जानकारी प्र.....

Read More


"
Medanta506,Medanta,Dr. Amit Kumar,Associate Consultant,Diabetes | Hypertension | Thyroid disease | DM | Nephrology    MD | Medicine         MBBS - Vardhman Mahavir Medical College at Safdarjung Hospital,Internal Medicine,Ranchi,https://www.medanta.org/hospitals-near-me/ranchi-hospital/speciality/internal-medicine/doctor/dr-amit-kumar-6,"About Dr. Amit Kumar

Dr. Amit Kumar is a dedicated Associate Consultant in Internal Medicine,with a strong academic and clinical background. His research focuseson chronic liver disease, notably the role of sepsis in hepaticencephalopathy (HE), and he has conducted studies on hepatitis B andC viral markers in decompensated cirrhosis. During the COVID-19pandemic, Dr. Kumar served as a Health Officer at the APHO in NewDelhi, contributing to public health efforts. His expertise includescomplex internal medicine cases, especially liver and infectious diseases.",notKnown
Medanta507,Medanta,Dr. Ammar Javed,Associate Consultant,"Level-III neonatal care | High risk new born deliveries | Preterm, Low birth weight & sick neonates | Umbilical, Arterial, PICC lines | Surfactant administration, DVET etc | Advanced Neonatal Intensive Care Course- from Rainbow Children’s Hospital, Hyderabad | International Program in Pediatric Nutrition (IPPN) – certified by EFCNI (The European Foundation for the Care of Newborn Infants) | Certified in “Pediatric Nutrition”- from “American Academy of Pediatrics”. | Certified as “Early Nutrition Specialist” by European Accreditation Council for Continuing Medical Education (EACCME) | Fellowship in Neonatology | PGPN (Boston | USA) | Post Graduate Diploma in Child Health (AMU | Aligarh) | MBBS (AMU | Aligarh)",Paediatric Care,Lucknow,https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/paediatrics/doctor/dr-ammar-javed,"About Dr. Ammar Javed

Management of high risk newborn delivery cases
Preterm and sick newborn babies
Neonatal procedures like DVET, Surfactant administration, PICC line, etc.

Dr. Ammar Javed is a Neonatologist and Pediatrician with more than 6 years of experience in this field. He has obtained his undergraduate and postgraduate studies from premier Jawaharlal Nehru Medical College, Aligarh Muslim University, Aligarh. Further he has done Fellowship in Neonatology from Indraprastha Apollo Hospital, New Delhi.",notKnown
Medanta508,Medanta,Dr. Amrita Swati,Associate Consultant,"Pulmonary critical care | Allergic Disorders & Immunotherapy | Bronchoscopy | Interstitial Lung Diseases | Sleep related disorders | Obstructive Diseases – Asthma COPD | Infections – Pneumonia, TB | ILD | Pleural Diseases | M.D. Respiratory Medicine | M.B.B.S",Respiratory & Sleep Medicine,Patna,https://www.medanta.org/hospitals-near-me/patna-hospital/speciality/pulmonology/doctor/dr-amrita-swati,"About Dr. Amrita Swati

Trained in Critical Care Management and ICU Procedures
Trained in Pulmonology OPD, IPD and emergency management

Dr. Amrita Swati is Associate Consultant in Respiratory and Sleep Medicine Department at Jayprabha Medanta Hospital, Patna. In 2020 she completed MD Respiratory Medicine from Sumandeep Vidyapeeth, Vadodara and in 2014 she received MBBS from BLDE University, Karnataka.She has been trained in diagnosing and treating obstructive lung diseases, interstitial lung diseases, pneumonia, tuberculosis, pleural diseases. She can perform procedures such as thoracocentesis, intercostal tube drainage, pleurodesis, skin prick testing and other ICU procedures.","Milestones Achieved
Best Case Prize in Baroda Chest Group - December 2019
2019"
